번호,상태,기업정보,채용기간,업데이트일,채용공고명,분야,직무,경력조건,자격요건
4685,마감,(주)에이젠글로벌,~ 2024-08-22,2024-08-19,Java BackEnd Developer,개인자산관리,백엔드 개발,경력,"Java 개발 경력 5년 이상 혹은 그에 준함 • Spring, Spring-boot 사용 경험"
4684,마감,(주)에이젠글로벌,~ 2024-08-25,2024-08-19,React FrontEnd Developer,개인자산관리,프론트엔드 개발,경력,"관련 프로젝트 FrontEnd 설계 및 리딩이 가능하신분 • html5, css3 와 w3c 웹 표준에 대한 지식"
4683,마감,앤톡,~ 2024-08-31,2024-08-19,기업 데이터 분석 전문가 (Data Scientist) 모집 _ 채용시 마감,빅데이터 분석,빅데이터/AI,경력,"Python, SQL, Postgre SQL, MongoDB, NumPy, Pandas, Scikit-Learn, PyTorch, TensoFlow 등"
4682,마감,앤톡,~ 2024-08-31,2024-08-19,전략 기획 전문가 (Strategy Consultant) 모집 _ 채용시 마감,빅데이터 분석,기획/마케팅,경력,금융 산업 및 기업 데이터에 대한 이해 등
4681,마감,(주)아이퀘스트,~ 2024-10-11,2024-08-13,[상장IT기업] 마케팅팀 바이럴 마케터 모집,금융 소프트웨어,기획/마케팅,경력,"관련 경력 3년 이상, 글쓰기 좋아하시는 분"
4680,마감,(주)아이퀘스트,~ 2024-08-17,2024-08-13,[상장IT기업] B2B 솔루션 세일즈 경력 채용,금융 소프트웨어,기획/마케팅,경력,B2B 솔루션 또는 서비스 영업 3년이상 (또는 그에 준하는 경력)
4679,마감,(주)아이퀘스트,~ 2024-08-31,2024-08-13,[상장IT기업] P&M팀 서비스기획자 모집 _채용시 마감,금융 소프트웨어,기획/마케팅,경력,PM 으로서 프로덕트 리딩 경험이 있으신 분
4678,마감,(주)아이퀘스트,~ 2024-09-02,2024-08-13,[상장IT기업] JAVA 프로그래밍 개발자 모집,AI(RPA),백엔드 개발,경력,"java, Springboot 개발 가능자, JQuery, javascript 개발 경험 등"
4677,마감,아이지넷,~ 2024-08-18,2024-08-12,[보험진단 앱 보닥] CS 및 서비스운영 경력직 채용,인슈어테크,기타,경력,"고객 피드백을 데이터로 분석, 정리하여 니즈 발굴 및 개선 방향 제시가 가능한"
4676,마감,아이지넷,~ 2024-08-28,2024-08-12,DevOps Engineer 채용,인슈어테크,네트워크/서버/보안,경력,"DevOps, 인프라 엔지니어 관련 경력 5년 이상"
4675,마감,아이지넷,~ 2024-08-31,2024-08-12,연구소 React Native (Flutter) Frontend 경력직 채용,인슈어테크,프론트엔드 개발,경력,"Frontend, BackEnd 등 IT서비스 개발 경력 총 5년 이상 ~ 15년 이하 • Typescript/JS 기반 React 개발 경력 4년 이상"
4674,마감,씽크풀,~ 2024-09-07,2024-08-12,[클라우드 DevOps] 경력 개발자 모집,AI(RPA),빅데이터/AI,경력,컴퓨터 공학또는 관련 전공 학사 학위 이상 소지자
4673,마감,씽크풀,~ 2024-09-06,2024-08-12,AI 및 Cloud 기반 IT 기획자,AI(RPA),기획/마케팅,"신입,경력",신입/경력 1년 ~ 5년
4672,마감,씽크풀,~ 2024-08-18,2024-08-12,IT 서비스 기획자 채용,AI(RPA),기획/마케팅,"신입,경력",프로젝트 로드맵 설계와 그에 따른 일정 및 목표관리가 능숙하신 분
4671,마감,스몰티켓,~ 2024-08-22,2024-08-12,인슈어테크 스타트업 디지털 마케터 미들,인슈어테크,기획/마케팅,경력,모바일 앱 서비스 온/오프라인 마케팅 이벤트 기획 업무 경험 최소 2년 이상이신 분
4670,마감,스마트로,~ 2024-08-31,2024-08-12,[KT/BC 카드계열사] 스마트로 PG 개발 경력직 채용 _ 채용시 마감,간편결제/간편송금,네트워크/서버/보안,경력,"Java 개발 경험 보유, Spring 프레임워크 개발 경험 보유 등"
4669,마감,스마트로,~ 2024-08-31,2024-08-12,[KT/BC카드계열사] 스마트로 영업지원 계약직 채용 _ 채용시 마감,간편결제/간편송금,기타,신입,고객사 문의/민원 응대 가능하신 분
4668,마감,센트비,~ 2024-08-31,2024-08-12,[SentBe] CX 고객경험 매니저 채용 (안산)_ 채용시 마감,소액해외송금,기타,경력무관,"고객상담 경력자, 한국어, 영어 의사소통이 가능하신"
4667,마감,센트비,~ 2024-08-31,2024-08-12,HR Manager (Junior) _ 채용시 마감,소액해외송금,기타,경력,IT 및 스타트업 HRM 업무 경험이 1년 이상 3년 이하 있으신 분
4666,마감,(주)센스톤,~ 2024-09-06,2024-08-12,정부과제 (R&D) 담당자 (영어가능자),보안/인증,기타,경력,"정부 R&D 국책 과제 관련 업무 경험이 있으신 분, 영어소통 가능자 (읽기, 쓰기)"
4665,마감,(주)헥토파이낸셜,~ 2024-08-18,2024-08-12,[헥토파이낸셜] 자금세탁방지제도 (AML) 구축 / 운영 담당자,간편결제/간편송금,기타,"신입,경력","KYE, KYC 및 STR 등 내부 통제"
4664,마감,(주)헥토파이낸셜,~ 2024-08-23,2024-08-12,[헥토파이낸셜] 백오피스 (Java) 개발자 모집,간편결제/간편송금,퍼블리싱/디자인(UI/UX),경력,"Java, SpringBoot, RestAPI, Oracle 환경개반 개발자"
4663,마감,빗썸코리아,~ 2024-09-06,2024-08-12,PM (Product Manager) (5년 이상),가상자산 교환·중개,기획/마케팅,경력,프로덕트의 전 사이클(계획 · 구축 · 배포 · 운영 · 종료)을 경험하신 분 • 다양한 부서와 협업할 수 있는 유연한 커뮤니케이션 능력을 보유하신 분
4662,마감,빗썸코리아,~ 2024-09-06,2024-08-12,클라우드 엔지니어 - AWS 서비스 운영,가상자산 교환·중개,네트워크/서버/보안,경력,"AWS에서의 시스템 구축 및 운영 경험이 최소 5년 이상 있으신 분 • IaC 구성 경험이 있으신 분(Terraform, Python, AWS Lambda, Ansible)"
4661,마감,빗썸코리아,~ 2024-09-06,2024-08-12,"규제대응 (AML, FDS 등) 시스템 B/E 개발자",가상자산 교환·중개,기타,경력,"JAVA 언어로 Spring Boot를 활용한 서비스 구축/운영 경력 3년 이상이신 분 • JPA, Query DSL 등 ORM을 활용한 경험이 있으신 분"
4660,마감,빗썸코리아,~ 2024-09-06,2024-08-12,백오피스 시스템 B/E 개발자,가상자산 교환·중개,백엔드 개발,경력,Java 언어로 Spring Boot를 활용한 서비스 구축 및 운영 경력을 3년 이상 보유하신 분
4659,마감,빗썸코리아,~ 2024-09-06,2024-08-12,데이터 분석 개발자 경력 채용,가상자산 교환·중개,빅데이터/AI,경력,4년 이상의 금융(가상자산 포함) 혹은 대형 플랫폼 데이터 관련 업무 경력이 있으신 분
4658,마감,빗썸코리아,~ 2024-08-30,2024-08-12,스테이킹 서비스 개발 (주니어),가상자산 교환·중개,네트워크/서버/보안,경력,"Bitcoin, Ethereum 등 블록체인 관련 기술을 이해하시는 분"
4657,마감,빗썸코리아,~ 2024-08-30,2024-08-12,iOS 개발자,가상자산 교환·중개,모바일앱 개발,경력,iOS Native Swift 개발 경력 5년 이상이신 분
4656,마감,빗썸코리아,~ 2024-08-31,2024-08-12,[빗썸] 행정지원 _상시 채용,가상자산 교환·중개,기타,신입,자료 정리를 꼼꼼하게 잘 하시는
4655,마감,빗썸코리아,~ 2024-09-30,2024-08-12,[빗썸] 클라우드 보안 담당자_상시채용,가상자산 교환·중개,네트워크/서버/보안,경력,3년 이상의 클라우드 보안 아키텍처 서례 및 인프라 구성 경력을 보유하신
4654,마감,빗썸코리아,~ 2024-09-30,2024-08-12,[빗썸] 개인정보보호담당자_상시채용,가상자산 교환·중개,기타,경력,국내 개인정보보호 관련 법규에 대한 이해도가 높은 분
4653,마감,비지에프네트웍스,~ 2024-08-18,2024-08-12,[BCG네트웍스] 경영지원팀 경력사원 수시채용,간편결제/간편송금,기타,경력,경력 (4년 이상)
4652,마감,비지에프네트웍스,~ 2024-09-30,2024-08-12,[BGF 네트웍스] 2024년 IT 신입/경력사원 상시 채용,간편결제/간편송금,"네트워크/서버/보안,기획/마케팅","신입,경력",각 부문별 상이
4651,마감,비씨랩스,~ 2024-08-31,2024-08-12,[3-10년] Back-End Developer,블록체인,백엔드 개발,경력,직접 AWS/GCP 인프라 구성 및 운영 경험 1년이상
4650,마감,주식회사 모핀,~ 2024-09-04,2024-08-05,Java 백엔드 개발 경력자,AI(RPA),백엔드 개발,경력,JavaScript 및 Node.js에 대한 깊은 이해
4649,마감,주식회사 모핀,~ 2024-09-04,2024-08-05,이커머스 관련 개발자,AI(RPA),네트워크/서버/보안,경력,"Node.js,Typescript, Python 개발 경험이 있으신 분"
4648,마감,주식회사 모인,~ 2024-08-31,2024-08-05,[모인] 재무팀 정산 매니저_ 상시 채용,"간편결제/간편송금,소액해외송금",기타,경력,금융/IT 업계 및 관련 스타트업 경험을 보유한 분
4647,마감,매드업,~ 2024-09-01,2024-08-05,[테크사업부] 프로덕트 디자이너 채용,AI(RPA),퍼블리싱/디자인(UI/UX),경력,UX/UI 디자인 경력 8년 이상이신 분
4646,마감,매드업,~ 2024-09-01,2024-08-05,[미디어랩 사업부] 미디어랩 부분 팀리드 채용,AI(RPA),기타,경력,유관 업계 경력을 최소 5년 이상 보유하신 분
4645,마감,매드업,~ 2024-09-01,2024-08-05,[테크사업부] 백엔드개발자 채용,AI(RPA),백엔드 개발,경력,"Python, Java, C, C++ 등 하나 이상의 개발 언어로 백엔드 가능하신 분"
4644,마감,매드업,~ 2024-08-30,2024-08-05,[테크사업부] 데이터 엔지니어 채용,AI(RPA),빅데이터/AI,경력,"Apache Airflow 사용 경험이 있으신 분 / Python, Java, C, C++ 등 하나 이상의 개발 언어로 백엔드 개발이 가능하신 분"
4643,마감,마루,~ 2024-08-31,2024-08-05,해외송금 서버개발 채용_채용시 마감,소액해외송금,네트워크/서버/보안,경력,Java(SpringBoot) 에 대한 이해 및 개발 가능
4642,마감,디에스솔루션즈,~ 2024-08-31,2024-08-05,[비타페이] 24년 하반기 영업/기획 및 고객상담 부서 인원 모집_채용시 마감,간편결제/간편송금,기타,경력무관,각 부문별 상이
4641,마감,두나무,~ 2024-08-31,2024-08-05,[두나무] 업비트 서비스 운영 담당자 _채용시 마감,가상자산 교환·중개,기획/마케팅,"신입,경력","데이터, 숫자에 익숙하고 데이터를 통해 자신만의 의견을 도출하고 정리하실 수 있는"
4640,마감,두나무,~ 2024-08-31,2024-08-05,[두나무] Backend Engineer (인증/메시징 플랫폼 개발)_채용시 마감,가상자산 교환·중개,백엔드 개발,경력,5년 이상의 software engineering 경험을 보유하신 분
4639,마감,두나무,~ 2024-08-31,2024-08-05,[두나무] Backend Engineer (콘텐츠/검색 서비스 개발)_채용시 마감,가상자산 교환·중개,백엔드 개발,경력,5년 이상의 software engineering 경험을 보유하신
4638,마감,주식회사 더즌,~ 2024-08-16,2024-08-05,(주) 더즌 채용 (외화사업파트 영업지원 담당),금융 소프트웨어,기타,경력,유관 경력을 3년 이상 가지고 계신 분
4637,마감,주식회사 더즌,~ 2024-08-16,2024-08-05,(주) 더즌 채용 (플랫폼개발팀 UI/UX 및 웹디자이너),금융 소프트웨어,퍼블리싱/디자인(UI/UX),경력,"Figma 와 같은 프로토타이핑, 시각화 툴을 능숙하게 사용할 수 있는 분"
4636,마감,다우데이타,~ 2024-08-31,2024-08-05,다우데이타 IT인프라 비즈니스 SE_채용시 마감,간편결제/간편송금,네트워크/서버/보안,경력,"주요 벤터 (HPE, Del) 제품의 관리/ 운영 경험 등"
4635,마감,다날,~ 2024-08-31,2024-08-05,다날 시스템 운영 및 관게 부문 채용 (신입/경력)_ 채용시 마감,간편결제/간편송금,네트워크/서버/보안,경력무관,야간 교대근무 가능자
4634,마감,다날,~ 2024-08-31,2024-08-05,다날 마케팅전략 기획 및 운영 담당 경력 채용_채용시 마감,간편결제/간편송금,기획/마케팅,경력,IT 업계 내 유관 경력 (7년이상) 보유자
4633,마감,다날,~ 2024-08-31,2024-08-05,다날 재무팀 (대리/과장급) 경력사원 채용_채용시 마감,간편결제/간편송금,기타,경력,"회계학, 경영학 전공자"
4632,마감,다날,~ 2024-08-11,2024-08-05,다날투자파트너스 경영지원/관리 부문 경력 채용,간편결제/간편송금,기타,경력,"업무처리가 꼼꼼하고, 원활한 커뮤니케이션 능력 보유한 자"
4631,마감,다날,~ 2024-08-31,2024-08-05,다날 신사업 기획 담당 경력 채용 _ 채용시 마감,간편결제/간편송금,기획/마케팅,경력,12년 이상의 신사업 전략 기획 경험
4630,마감,다날,~ 2024-08-31,2024-08-05,다날 정보보호 담당 경력 채용 _채용시 마감,간편결제/간편송금,기타,경력,정보보호 관련 담당 업무 5년 이상 실무 경력 보유
4629,마감,다날,~ 2024-08-31,2024-08-05,다날 결제시스템 서버 개발자 채용_채용시 마감,간편결제/간편송금,네트워크/서버/보안,경력,7년 이상의 서버 개발 경험이 있으신 분
4628,마감,네이버페이,~ 2024-08-15,2024-08-05,[테이버페이] 카드 직가맹 운영 담당자 모집 (계약직),간편결제/간편송금,기타,경력,엑셀 등 자료 관리에 능숙하신 분
4627,마감,고스트패스,~ 2024-08-20,2024-08-05,"정부지원사업 (R&D)전략, 기획 총괄 및 서비스 기획, 전략 담당자",보안/인증,기획/마케팅,경력,컴퓨터공학과 대학원 (석사) 이상 (졸업예정자 가능)
4626,마감,고스트패스,~ 2024-08-31,2024-08-05,IOS Native 앱 개발자 - 상시채용,보안/인증,모바일앱 개발,경력,4년제 이상 관련 대학 전공자 또는 3년이상 관련 개발 경력 소유자
4625,마감,고스트패스,~ 2024-08-31,2024-08-05,IOT 및 Backend 개발자-상시채용,보안/인증,백엔드 개발,경력,관련 프로젝트 수행 경력 2년 이상
4624,마감,고스트패스,~ 2024-08-31,2024-08-05,AI 개발자 구인 - 상시채용,보안/인증,빅데이터/AI,경력,"딥러닝 프레임워크(Tensorflow, PyTorch등) 활용 가능하신 분 • 오픈소스를 찾고 이해하며 스스로 적용할 수 있는 분"
4623,마감,고스트패스,~ 2024-08-31,2024-08-05,안드로이드 개발 엔지니어 구인-상시채용,보안/인증,모바일앱 개발,경력,4년제 이상 관련 대학 전공 이수자 또는 2년 이상 관련 개발 경력자
4622,마감,NHN한국사이버결제,~ 2024-08-31,2024-08-05,[NHN KCP] 고객지원 담당자 모집 (사원급)_채용시 마,간편결제/간편송금,기타,"신입,경력",유연한 커뮤니케이션 및 CS 마인드를 보유하신
4621,마감,NHN한국사이버결제,~ 2024-08-31,2024-08-05,[NHN KCP] 해외 가맹점 및 파트너사 영업 및 관리 담당자 모집 _ 채용시 마감,간편결제/간편송금,기획/마케팅,> 해외사업(영업) 관련하여 4년 이상의 경력을 보유하신 분,
4620,마감,NHN한국사이버결제,~ 2024-08-31,2024-08-05,[NHN KCP] 가맹점 영업 및 관리 담당 모집 (사원/대리급) _채용시 마,간편결제/간편송금,기타,경력,결제 서비스 시장의 인사이트 및 관심을 보유하신 분
4619,마감,NHN한국사이버결제,~ 2024-08-16,2024-08-05,[NHN KCP] 정보보호 담당자 모집 (대리급),간편결제/간편송금,기타,경력,"정보보호 규제 대응 및 ISMS, PCH-DSS 등 정보보호 인증에 대한 업무 경험을 보유하신 분"
4618,마감,NHN한국사이버결제,~ 2024-09-01,2024-08-05,[NHN KCP] DBA 담당 경력사원 모집 (5년 ~ 9년차),간편결제/간편송금,빅데이터/AI,경력,"Oracle, RDBMS 운영 경력 (5년이상 9년 이하)을 보유하신 분"
4617,마감,NHN한국사이버결제,~ 2024-08-29,2024-08-05,[NHN KCP] 백업 시스템 관리 담당 모집,간편결제/간편송금,네트워크/서버/보안,경력,"백업 시스템 운영 또는 백업 시스템 기술지원 관련 경력자, Shell 스크립트 작성이 가능하신"
4616,마감,NHN한국사이버결제,~ 2024-08-31,2024-08-02,[NHN PAYCO] 핀테크결제서비스 개발_채용시 마감,간편결제/간편송금,백엔드 개발,경력,Java 개발 경험 6년 이
4615,마감,아톤,~ 2024-08-31,2024-08-02,[아톤] 해외사업개발 경력 채용_ 상시채용,보안/인증,기획/마케팅,경력,"영어 커뮤니케이션 상급자, 오너십을 가지고 주도적으로 업무 수행이 가능한 분"
4614,마감,아톤,~ 2024-08-31,2024-08-02,[아톤] 사업 (인증솔루션) 경력 채용_채용시 마감,보안/인증,기획/마케팅,경력,"B2B 솔루션 사업 영업(Prs-Sales, Up-Sales 등) 경력 있으신 분"
